Horizon started successfully.
[2019-05-13 23:17:27][2503] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:27][2504] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:27][2504] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:27][2505] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:28][2505] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:28][2506] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:29][2506] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:29][2507] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:30][2507] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:30][2508] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:31][2508] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:31][2509] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:32][2509] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:32][2510] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:32][2510] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:32][2511] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:33][2511] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:33][2512] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:34][2512] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:34][2513] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:35][2513] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:35][2514] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:36][2514] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:36][2515] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:37][2515] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:37][2516] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:37][2516] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:37][2517] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:39][2517] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:39][2518] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:39][2518] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:39][2519] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:40][2519] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:40][2520] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:40][2520] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:40][2521] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:41][2521] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:41][2522] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:42][2522] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:42][2523] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:43][2523] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:43][2524] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:43][2524] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:43][2525] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:44][2525] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:44][2526] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:45][2526] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:45][2527] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:45][2527] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:45][2528] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:46][2528] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:46][2529] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:46][2529] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:46][2530] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:47][2530] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:47][2531] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:48][2531] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:48][2532] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:49][2532] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:49][2533] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:49][2533] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:49][2534] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:50][2534] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:50][2535] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:51][2535] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:51][2536] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:51][2536] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:51][2537] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:52][2537] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:52][2538] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:53][2538] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:53][2539] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:53][2539] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:53][2540] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:55][2540] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:55][2541] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:55][2541] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:56][2542] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:56][2542] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:56][2543] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:57][2543] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:57][2544] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:58][2544] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:58][2545] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:58][2545] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:58][2546] Processing: App\Jobs\ProcessDois
[2019-05-13 23:17:59][2546] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:17:59][2547] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:00][2547] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:00][2548] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:00][2548] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:01][2549] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:01][2549] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:01][2550] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:02][2550] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:02][2551] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:03][2551] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:03][2552] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:03][2552] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:03][2553] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:04][2553] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:04][2554] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:05][2554] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:05][2555] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:06][2555] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:06][2556] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:07][2556] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:07][2557] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:07][2557] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:07][2558] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:08][2558] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:08][2559] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:09][2559] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:09][2560] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:10][2560] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:10][2561] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:10][2561] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:10][2562] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:11][2562] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:11][2563] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:12][2563] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:12][2564] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:12][2564] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:12][2565] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:13][2565] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:13][2566] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:14][2566] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:14][2567] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:14][2567] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:14][2568] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:15][2568] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:15][2569] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:16][2569] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:16][2570] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:16][2570] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:16][2571] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:17][2571] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:17][2572] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:18][2572] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:18][2573] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:19][2573] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:19][2574] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:19][2574] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:19][2575] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:20][2575] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:20][2576] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:21][2576] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:21][2577] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:21][2577] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:21][2578] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:22][2578] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:22][2579] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:23][2579] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:23][2580] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:24][2580] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:24][2581] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:25][2581] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:25][2582] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:25][2582] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:25][2583] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:26][2583] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:26][2584] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:27][2584] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:27][2585] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:27][2585] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:27][2586] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:28][2586] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:28][2587] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:29][2587] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:29][2588] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:30][2588] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:30][2589] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:30][2589] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:30][2590] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:31][2590] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:31][2591] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:31][2591] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:31][2592] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:32][2592] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:32][2593] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:33][2593] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:33][2594] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:34][2594] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:34][2595] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:34][2595] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:34][2596] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:35][2596] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:35][2597] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:36][2597] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:36][2598] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:37][2598] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:37][2599] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:37][2599] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:37][2600] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:38][2600] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:38][2601] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:39][2601] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:39][2602] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:39][2602] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:39][2603] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:40][2603] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:40][2604] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:41][2604] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:41][2605] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:41][2605] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:41][2606] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:42][2606] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:42][2607] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:43][2607] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:43][2608] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:43][2608] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:43][2609] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:44][2609] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:44][2610] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:45][2610] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:45][2611] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:45][2611] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:45][2612] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:46][2612] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:46][2613] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:47][2613] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:47][2614] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:47][2614] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:47][2615] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:48][2615] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:48][2616] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:49][2616] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:49][2617] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:50][2617] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:50][2618] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:50][2618] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:50][2619] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:51][2619] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:51][2620] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:52][2620] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:52][2621] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:52][2621] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:52][2622] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:53][2622] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:53][2623] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:54][2623] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:54][2624] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:55][2624] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:55][2625] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:55][2625] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:55][2626] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:56][2626] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:56][2627] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:57][2627] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:57][2628] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:57][2628] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:57][2629] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:58][2629] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:58][2630] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:59][2630] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:59][2631] Processing: App\Jobs\ProcessDois
[2019-05-13 23:18:59][2631] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:18:59][2632] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:00][2632] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:00][2633] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:01][2633] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:01][2634] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:02][2634] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:02][2635] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:02][2635] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:02][2636] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:03][2636] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:03][2637] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:04][2637] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:04][2638] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:05][2638] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:05][2639] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:05][2639] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:05][2640] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:06][2640] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:06][2641] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:07][2641] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:07][2642] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:07][2642] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:07][2643] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:08][2643] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:08][2644] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:09][2644] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:09][2645] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:09][2645] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:09][2646] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:10][2646] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:10][2647] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:11][2647] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:11][2648] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:11][2648] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:11][2649] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:12][2649] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:12][2650] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:13][2650] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:13][2651] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:14][2651] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:14][2652] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:14][2652] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:14][2653] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:15][2653] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:15][2654] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:16][2654] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:16][2655] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:16][2655] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:16][2656] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:17][2656] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:17][2657] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:18][2657] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:18][2658] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:18][2658] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:18][2659] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:19][2659] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:19][2660] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:20][2660] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:20][2661] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:20][2661] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:20][2662] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:21][2662] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:21][2663] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:22][2663] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:22][2664] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:23][2664] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:23][2665] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:23][2665] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:23][2666] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:24][2666] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:24][2667] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:25][2667] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:25][2668] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:26][2668] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:26][2669] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:26][2669] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:26][2670] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:27][2670] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:27][2671] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:28][2671] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:28][2672] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:28][2672] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:28][2673] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:29][2673] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:29][2674] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:30][2674] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:30][2675] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:31][2675] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:31][2676] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:31][2676] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:31][2677] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:32][2677] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:32][2678] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:33][2678] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:33][2679] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:33][2679] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:33][2680] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:34][2680] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:34][2681] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:35][2681] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:35][2682] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:35][2682] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:35][2683] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:36][2683] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:36][2684] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:37][2684] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:37][2685] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:37][2685] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:37][2686] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:38][2686] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:38][2687] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:39][2687] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:39][2688] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:40][2688] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:40][2689] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:40][2689] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:40][2690] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:41][2690] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:41][2691] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:42][2691] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:42][2692] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:42][2692] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:42][2693] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:43][2693] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:43][2694] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:44][2694] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:44][2695] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:44][2695] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:44][2696] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:45][2696] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:45][2697] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:46][2697] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:46][2698] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:46][2698] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:46][2699] Processing: App\Jobs\ProcessDois
[2019-05-13 23:19:47][2699] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:19:47][2700] Processing: App\Jobs\ProcessDois
