Horizon started successfully.
[2019-05-14 17:34:18][7970] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:19][7970] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:19][7971] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:19][7971] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:19][7972] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:20][7972] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:20][7973] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:20][7973] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:20][7974] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:21][7974] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:21][7975] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:22][7975] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:22][7976] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:22][7976] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:22][7977] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:23][7977] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:23][7978] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:24][7978] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:24][7979] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:24][7979] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:24][7980] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:25][7980] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:25][7981] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:25][7981] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:25][7982] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:26][7982] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:26][7983] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:27][7983] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:27][7984] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:28][7984] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:28][7985] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:28][7985] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:28][7986] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:29][7986] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:29][7987] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:29][7987] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:29][7988] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:30][7988] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:30][7989] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:31][7989] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:31][7990] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:32][7990] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:32][7991] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:32][7991] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:32][7992] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:33][7992] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:33][7993] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:33][7993] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:33][7994] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:34][7994] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:34][7995] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:35][7995] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:35][7996] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:36][7996] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:36][7997] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:37][7997] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:37][7998] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:37][7998] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:37][7999] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:38][7999] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:38][8000] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:39][8000] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:39][8001] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:40][8001] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:40][8002] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:40][8002] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:40][8003] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:41][8003] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:41][8004] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:42][8004] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:42][8005] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:43][8005] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:43][8006] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:43][8006] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:43][8007] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:44][8007] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:44][8008] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:45][8008] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:45][8009] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:46][8009] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:46][8010] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:47][8010] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:47][8011] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:47][8011] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:47][8012] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:48][8012] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:48][8013] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:49][8013] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:49][8014] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:50][8014] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:50][8015] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:50][8015] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:50][8016] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:51][8016] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:51][8017] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:52][8017] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:52][8018] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:53][8018] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:53][8019] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:53][8019] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:53][8020] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:54][8020] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:54][8021] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:55][8021] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:55][8022] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:56][8022] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:56][8023] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:56][8023] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:56][8024] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:57][8024] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:57][8025] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:58][8025] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:58][8026] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:59][8026] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:59][8027] Processing: App\Jobs\ProcessDois
[2019-05-14 17:34:59][8027] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:34:59][8028] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:00][8028] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:00][8029] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:01][8029] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:01][8030] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:02][8030] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:02][8031] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:02][8031] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:02][8032] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:03][8032] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:03][8033] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:04][8033] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:04][8034] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:05][8034] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:05][8035] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:05][8035] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:05][8036] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:06][8036] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:06][8037] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:07][8037] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:07][8038] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:07][8038] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:08][8039] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:08][8039] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:08][8040] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:09][8040] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:09][8041] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:10][8041] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:10][8042] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:10][8042] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:10][8043] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:11][8043] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:11][8044] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:12][8044] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:12][8045] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:13][8045] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:13][8046] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:13][8046] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:13][8047] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:14][8047] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:14][8048] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:15][8048] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:15][8049] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:15][8049] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:15][8050] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:16][8050] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:16][8051] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:17][8051] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:17][8052] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:18][8052] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:18][8053] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:18][8053] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:18][8054] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:19][8054] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:19][8055] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:20][8055] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:20][8056] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:20][8056] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:20][8057] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:21][8057] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:21][8058] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:22][8058] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:22][8059] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:23][8059] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:23][8060] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:23][8060] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:23][8061] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:24][8061] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:24][8062] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:25][8062] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:25][8063] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:25][8063] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:25][8064] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:26][8064] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:26][8065] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:27][8065] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:27][8066] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:28][8066] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:28][8067] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:28][8067] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:28][8068] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:29][8068] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:29][8069] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:30][8069] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:30][8070] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:31][8070] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:31][8071] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:32][8071] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:32][8072] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:33][8072] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:33][8073] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:33][8073] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:33][8074] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:34][8074] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:34][8075] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:35][8075] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:35][8076] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:36][8076] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:36][8077] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:36][8077] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:36][8078] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:37][8078] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:37][8079] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:38][8079] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:38][8080] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:38][8080] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:38][8081] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:39][8081] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:39][8082] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:40][8082] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:40][8083] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:41][8083] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:41][8084] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:41][8084] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:41][8085] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:42][8085] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:42][8086] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:42][8086] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:42][8087] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:43][8087] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:43][8088] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:44][8088] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:44][8089] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:45][8089] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:45][8090] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:45][8090] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:45][8091] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:46][8091] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:46][8092] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:47][8092] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:47][8093] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:48][8093] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:48][8094] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:48][8094] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:48][8095] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:49][8095] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:49][8096] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:50][8096] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:50][8097] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:50][8097] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:50][8098] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:51][8098] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:51][8099] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:52][8099] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:52][8100] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:52][8100] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:52][8101] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:53][8101] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:53][8102] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:54][8102] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:54][8103] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:54][8103] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:54][8104] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:55][8104] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:55][8105] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:56][8105] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:56][8106] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:56][8106] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:56][8107] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:57][8107] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:57][8108] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:58][8108] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:58][8109] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:58][8109] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:58][8110] Processing: App\Jobs\ProcessDois
[2019-05-14 17:35:59][8110] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:35:59][8111] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:00][8111] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:00][8112] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:00][8112] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:00][8113] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:01][8113] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:01][8114] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:02][8114] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:02][8115] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:03][8115] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:03][8116] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:03][8116] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:03][8117] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:04][8117] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:04][8118] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:05][8118] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:05][8119] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:05][8119] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:05][8120] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:06][8120] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:06][8121] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:07][8121] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:07][8122] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:07][8122] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:07][8123] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:08][8123] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:08][8124] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:08][8124] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:08][8125] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:09][8125] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:09][8126] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:10][8126] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:10][8127] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:10][8127] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:10][8128] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:11][8128] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:11][8129] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:12][8129] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:12][8130] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:12][8130] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:12][8131] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:13][8131] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:13][8132] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:14][8132] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:14][8133] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:14][8133] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:14][8134] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:15][8134] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:15][8135] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:16][8135] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:16][8136] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:17][8136] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:17][8137] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:17][8137] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:17][8138] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:18][8138] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:18][8139] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:19][8139] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:19][8140] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:20][8140] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:20][8141] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:20][8141] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:20][8142] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:21][8142] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:21][8143] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:21][8143] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:21][8144] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:22][8144] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:22][8145] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:23][8145] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:23][8146] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:23][8146] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:23][8147] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:24][8147] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:24][8148] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:25][8148] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:25][8149] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:25][8149] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:25][8150] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:26][8150] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:26][8151] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:26][8151] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:26][8152] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:27][8152] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:27][8153] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:28][8153] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:28][8154] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:28][8154] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:28][8155] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:29][8155] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:29][8156] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:30][8156] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:30][8157] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:30][8157] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:30][8158] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:31][8158] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:31][8159] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:32][8159] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:32][8160] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:33][8160] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:33][8161] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:33][8161] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:33][8162] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:34][8162] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:34][8163] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:35][8163] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:35][8164] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:35][8164] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:35][8165] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:36][8165] Processed:  App\Jobs\ProcessDois
[2019-05-14 17:36:36][8166] Processing: App\Jobs\ProcessDois
[2019-05-14 17:36:36][8166] Processed:  App\Jobs\ProcessDois
